split,source,gn,es
test,blogs,"Peteî jasy renyhê peteî pyhare pytûme,","Una luna llena en una noche oscura,"
test,blogs,Ha tape akóinte tojepe'a ne okê renondépe.,Y que el camino siempre se abra a tu puerta.
test,blogs,Toî peteî ñemoñare aty,Que haya una generación de hijos
test,blogs,Umi ne ñemoña ñemoñarépe.,En los hijos de tus hijos.
test,blogs,"Tereiko sa ary,","Que vivas cien años,"
test,blogs,Upépe opyta Malavisiô.,Allí se detuvo el Malavisión.
test,blogs,Peteî akâ osê he'i “So'o” ha ambuéva avei he'i “So'o”.,Una de las cabezas dijo “Carne” y la otra también dijo “Carne”.
test,blogs,Omañasapy'ami orerehe ha osê oho.,Nos mirô por un rato y luego se fue.
test,blogs,Rohendu peteî akâ he'i “Jaha” ha ambuéva he'i “Jaheka so'o”.,Escuchamos a una de las cabezas decir “Vamos” y la otra le respondió “A buscar carne”.
test,blogs,"Pya'épeko roguejy, rojupi ore rymba ári ha rosê ka'aguy'ígui itavývaicha.","Rápidamente bajamos, subimos a nuestros caballos y salimos como locos del montecito."
test,blogs,"Ndaipóri rire Pindo, Malavisiô ore'úmava'erâkuri.","Si no hubieran estado esas plantas de Pindó, Malavisión ya nos hubiera comido."
test,blogs,Pindóngo Ñande Ru ka'avo ha Malavisiô okyhyje chugui.,El pindó es de Dios y el Malavisión le tiene miedo a esa planta.
test,blogs,"Péicha avei, oikóva guive che rekohápe imandu'a ko'áĝa peve upe ka'aguy'ípe ojejukahague mokôi mitâ, kôinguéva, ha jeko hi'angakuéra ndopytu'úi ha oiko chuguikuéra Malavisiô.","Así también, todos mis vecinos recuerdan hasta ahora que en ese montecito habían matado a dos niños, mellizos, cuyas almas nunca descansaron y se convirtieron en el Malavisión."
test,blogs,"“Umi mba'éngo ojehu ha rei ndajagueroviaséi”, he'i chéve ipahápe che ramói.","“Esa cosas ocurren y en vano no las creemos”, me dijo finalmente mi abuelo."
test,blogs,ÑANE RETÂ ARANDUKA ÁRA,DÍA DEL LIBRO PARAGUAYO
test,blogs,"Omanókuri Itaugua Tasyópe, ára 21 jasypokôi ary 2017-pe, orekórôguare 70 ary.","Falleció en el Hospital Nacional de Itaugua, el día 21 de julio de 2017, a los 70 años."
test,blogs,JEKUPYTY ÁRA,DÍA DE LA SOLIDARIDAD
test,blogs,"Jekupyty niko peteĩ temiandu,","La solidaridad es un sentimiento,"
test,blogs,"Jekupyty niko heñoisapy’ánte,","La solidaridad es espontánea,"
test,blogs,"Jekupyty niko Ñande Ru remimba’e,","La solidaridad es un don de Dios,"
test,blogs,"Jekupyty niko ava rekojegua,","La solidaridad es una virtud humana,"
test,blogs,"Jekupyty niko mbarete ha pu’aka,","La solidaridad es fuerza y poder,"
test,blogs,"Jekupyty niko temira’ãrõ,","La solidaridad es esperanza,"
test,blogs,Jekupyty niko ñande rekove sã.,La solidaridad es nuestra razón de ser.
test,blogs,"Jekupyty niko oĩ mborayhúpe,","La solidaridad está en el amor,"
test,blogs,"Tekove niko ñorairô, eroviáke upeichaha",La vida es combate; acéptalo.
test,blogs,"Tekove niko teko'asy, eisâmbyhýke",La vida es una tragedia; domínala.
test,blogs,"Tekove niko mba'ekuaa'ŷjehu, eguerotyryrýke",La vida es aventura; arrástrala.
test,blogs,Tekove niko vy'apavê; ehupytýke,La vida es felicidad; merécela.
test,blogs,"Tekove niko tekove, eipysyrôke",La vida es la vida; defiéndela.
test,blogs,TUGUY ME'ÊHÁRA ÁRA,DÍA DEL DONANTE DE SANGRE
test,blogs,"Ára 14 jasypoteî ñavô arygua ojegueromandu'a TUGUY ME'ÊHÁRA ÁRA, omoheñoiva'ekue Tesâi Yvoragua Atypavê – OMS ary 2004-pe.","El día 14 de junio de cada año se recuerda el DÍA DEL DONANTE DE SANGRE, que fue instituido por la Organización Mundial de la Salud en el año 2004."
test,blogs,Upe arange ogueromandu'a pohânohára Karl Landsteiner arareñói.,Esa fecha recuerda el nacimiento del médico Karl Landsteiner.
test,blogs,Ha'éniko upe ohecha'ypýraka'e umi tuguy aty ABO ha upévare oñeme'êkuri chupe Jopói Nobel ary 1930-pe.,El fue quien descubrió los grupos sanguíneos ABO por lo que recibió el Premio Nobel en el año 1930.
test,blogs,"Landsteiner niko heñóikuri Viena, Austria-pe, ára 14 jasypoteî ary 1868-pe ha omanókuri Nueva York, Estados Unidos-pe, ára 26 jasypoteî ary 1943-pe.","Landsteiner nació en Viena, Austria, el 14 de junio del año 1868 y falleció en Nueva York, Estados Unidos, el día 26 de junio del año 1943."
test,blogs,"Tuguy Me'êhára Ára rupive niko oñeme'ê juruja mayma tapichápe ohupyty haĝua tuguy hesâiva oikotevê jave, ambue tapicha ijehegui ome'êva ha ome'êreíva.",El Día del Donante de Sangre promueve el acceso universal a la sangre segura a través de la donación voluntaria y no remunerada.
test,blogs,Tuguy ñanembojoaju opavavépe.,La sangre nos contecta a todos.
test,blogs,Tuguy ñeme'ê niko ohechauka amo ipahápe pe joaju omopeteîva me'êhára ha oikotevêvape.,La donación de la sangre muestra finalmente la conexión que existe entre el donante y el paciente.
test,blogs,Tuguy me'êngo tekove me'ê.,Donar sangre es dar vida.
test,blogs,Tuguy ñame'êrô ñambohasa ñande po ñande rapichápe.,Donar la sangre es pasar la mano al semejante.
test,blogs,Tuguy ñame'êrô ñame'ê mborayhu.,Donar la sangre es dar amor.
test,blogs,Oúkuri La Colmena-gui,Vino de La Colmena
test,blogs,Ohenduka haĝua hemiandu,Para manifestar su sentimiento
test,blogs,Ojapohaguéicha heta mitârusu,Como lo hicieron muchos otros jóvenes
test,blogs,Oipotáva Paraguay iporâvéva.,Que desean un Paraguay mejor.
test,blogs,"Ha jaikova'erâ vy'a,","Y debemos vivir con alegría,"
test,blogs,Py'aguapy ha joayhupápe.,En paz y con mucho afecto.
test,blogs,"Rodrigo, mitârusu porâite,","Rodrigo, una persona preciosa,"
test,blogs,Ojehekýima ñande apytégui,Ya se desprendió de entre nosotros
test,blogs,Tapicha ñaña ombogue hekovemi.,Los desalmados apagaron su luz.
test,blogs,"HÉRAPE, ajerure peême... PY'AGUAPY.","EN NOMBRE SUYO, a todos les pido... PAZ."
test,blogs,Japáyna che retâygua,Despertamos compatriotas
test,blogs,Ha ñambohasa ñande po ojupe,Y fraternalmente démonos la mano
test,blogs,Ha ani jahejave tuguy osyry,Y que la sangre deje de correr
test,blogs,Ñane retâ porâite ha,En esta nuestra hermosa Patria
test,blogs,"Peteĩ ka'aru pytumbýpe, ojotopapaite sapy'a hendive peteĩ y no'õnguemi rembe'ýpe.","Una tarde al anochecer, ambos se encontraron de pronto al borde de un charco de agua."
test,blogs,"– Mba'érepa ndokyhyjéi ndehegui hasýva, taha'e ra'e mitã térã kuña, ĝuaiĝui térã karai tuja.","– ¿Por qué no te tienen miedo los enfermos, ya sean un niño o una mujer, una vieja o un viejo?."
test,blogs,"Che katu che ape vera asy, che mbarete ha che pirére ndojái mba'eveichagua mba'e ky'a.","Sin embargo yo tengo la espalda brillante, soy fuerte y por mi piel no se pega ninguna cosa sucia."
test,blogs,"Che aisu'úramo hasývape, amonguera ichupe, nde reisu'úramo katu, rejuka katuete...","Si yo muerdo a un enfermo, le curo, pero si tú le muerdes, seguro lo matas..."
test,blogs,– Aikuaa voíngo chejukataha.,– Sé que me matarás.
test,blogs,"– Ha che aisu'úva nomanóiramo, nde che'úta.","– Y si a quien yo muerdo no muere, tú me comerás."
test,blogs,"– Eee'a! –he'i voi mbói, ha oho hikuái.","– ¡Eso es! –dijo entusiasmada la víbora, y fueron juntas."
test,blogs,"Ou hi'aguĩ porã rupi chugui kuéra, mbói opo peteĩ retymáre, ha ¡kas! oisu'u chupe.","Cuando venían bien cerca de ellas, la víbora saltó por la pierna de uno de ellos, y ¡zas! le mordió."
test,blogs,– Naiporãmbái upéva che kombái –he'i Luchi–.,– No está muy bien eso compadre –dijo Luís–.
test,blogs,Chakemíke péva!.,¡Cuidadito con esto!.
test,blogs,Ojehete pyso mbegue katu Pali ha he'i ichupe kuéra:,Pablo se desperezó lentamente y les dijo:
test,blogs,"Aimo'ã ndapeju mo'ãvéima ra'e, ha upémarõ apu'ã ha'upa che año ñande ryguasu ka'ẽ.","Creí que no vendríais más, y entonces me levanté a comer todo nuestro pollo asado."
test,blogs,Natekotevẽi oiko ñane akã yvatete umi arai rehe; ñapyrũ mbarete va'erã yvy ári iporã haĝua ñande rekove ha ñane rembiapo.,No es necesario tener la cabeza tan alta por las nubes; debemos pisar fuerte la tierra para que sean buenos nuestra vida y nuestro trabajo.
test,blogs,– Ndéiko reimo'ã ndachepýi mba'e –he'i juku'a kytã'i vai ha okua hese.,– Acaso creías que no tengo pies –le dijo con voz entrecortada y le dio otro golpe.
test,blogs,Upépe opyta opóvo ta'anga ku'áre ongyryry.,Allí quedó refunfuñando sujeto por la cintura de la figura.
test,blogs,Che haitéma añembohorymíta nde rehe ko'áĝa –iñe'ẽ pochy kuñakarai.,Es momento de burlarme yo de ti ahora –le dijo enojada la señora.
test,blogs,Opuka puku hese ha oho oheka ohekáva.,Se rió a carcajadas de él y fue a buscar algo.
test,blogs,– Namendaséi haguére –ñe'ẽ ári ombohovái–.,– Porque no quería casarme –le respondió sobre sus palabras–.
test,blogs,"– Nahániri, –ombohovái chupe Kirikiri– Ndaha'éitepa aipórõ nde pa'i.","– No, –dice Gavilán– ¿pero no eres sacerdote, acaso?."
test,blogs,"Che uvei niko akaru rupi che rapicha re'onguére araha ko ao hũ, ahechauka haĝua añe'angajevyha.","Al menos yo porque me alimento de cadáveres llevo ropa negra, para demostrar mi arrepentimiento."
test,blogs,"Pytũ ndaje ha mba'eve nopararãi, nojekuaái mba'evete.","Dicen que estaba oscuro y no había ruido, nada se veía."
test,blogs,Hakukuére mbarakaja ojesareko pytumbýpe.,Rápidamente el gato atisba en la oscuridad.
test,blogs,"Upéinte, peteĩ ko'ẽme, ahy'o sorópe osapukái sapy'a jaguarete ha he'i:","De pronto, un día, el jaguar gritó a garganta llena:"
test,blogs,Oma'ẽ ma'ẽ upérupi ha ohecháma katu ka'i kuéra oguejy hague hoy'u ijykuápe ra'e.,Miraba por allí y ya vió a los monos que habían bajado a beber a su manantial.
test,blogs,"Peteĩ pyhareve asaje jaguarete oguejy jey, ha pe ykua rapépe oho oñeno, ojepysopaite, ku omanoitéramo guáicha.","Una media mañana el jaguar volvió a bajar, y camino a ese manantial se acostó, se extendió por completo, como si hubiera muerto."
test,blogs,"Upéi oja'imie peteĩ ka'i kuña ha opoko hese: ojapysaka jaguarete py'árehe, ohendu haĝua naipytuhẽipa.","Luego una mona se acercó más y le tocó: acercó su oído al pecho del jaguar, para oír su respiración."
test,blogs,Upévo oja avei ijypýpe ka'i ipiãivéva ha osapukái:,En eso se acerca también un mono huidizo y gritó:
test,blogs,"– Peipokua ha peipykua, ha jagueraha japoi chugui ko ka'aguy yvate, hetaite oĩhápe guasu'i, tovy'ami hikuái ohechávo omanoha jaguarete.","– Aten sus manos y pies, y lo llevaremos a dejar a la altura de este bosque, donde hay muchos venaditos, que se alegren ellos al ver que murió el jaguar."
test,blogs,"Upe ára guive, ka'i kuéra rupi, maymáva ka'aguygua oja joa hoy'u jey upe yvu resatĩ porãme.","Desde ese día, gracias a los monos, los habitantes del bosque se acercaban a beber de nuevo al manantial cristalino."
test,blogs,"Hembirekomi ha ta'ýra kuéra ndive oha'ãmbaite va'ekue omoporã porãve haĝua ichupe, ani haĝua hesarái, mba'eve árape, oje'oipáramo jepe mombyry hikuái, pe imborayhúgui omokunu'ũ ypy va'ekue ichupekuéra, mombyry, amoite yvyty pa'ũ hovyũmi ypýpe.","Con su esposa e hijos se había esforzado para enbellecerla cada vez más, para que no olviden, en ningún momento, a pesar de que ellos estuvieran lejos, que con amor recibieron sus primeros cariños, lejos, allá cerca del valle verdoso."
test,hackaton,"Ijerépe oñemosarambi arasa ha arasa'i, ha yva ka'aguypegua hyakuã porãva, oñehetũva mombyryguive",a su alrededor se esparcen guayabos y guayabitos y fragantes frutos silvestres que se huelen desde lejos.
test,hackaton,"reikuaango remboy'uvo upéva ikatu ha nde membykua, che ra'y ñande kuimba'engo ndajaguerekoi membykua.",sabes que beber eso te puede provocar un aborto hijo los hombres no tenemos abortos.
test,hackaton,Oĩ ápe peteĩ léi oñe'ẽva mbojuasa ñangareko'ỹva rehegua,hay alguna ley aquí acerca de cruzar imprudentemente.
test,hackaton,Oĩ karurendakuera oguerekova hembi´u rysýikuera heta ñe'ẽme.,hay restaurantes que tienen menús en muchos idiomas.
test,hackaton,"Ha kuñareko, mba'épa reimo'ã hína kuñarekóre?",y el feminismo qué piensas del feminismo.
test,hackaton,Che ru ha'e peteĩ pirakutuha ikatupyrýva.,mi padre es un hábil pescador.
test,hackaton,Heta vy'apave kuña ára rehegua maymavé tetayguape!,feliz día internacional de la mujer.
test,hackaton,Che róga avei nde róga.,mi casa es tu casa.
test,hackaton,Ha'e mbarakaja térã jagua.,es un gato o un perro.
test,hackaton,"tesa tesáre, tãi tãire.",ojo por ojo diente por diente.
test,hackaton,Rejevyva'erã pa aravo mboyve.,debes volver antes de las diez.
test,hackaton,"Africa ha'e peteĩ yvyrusu, Groelandia ndaha'éi",áfrica es un continente groenlandia no lo es.
test,hackaton,mba'éicha oje'e good bye Aleman-pe,cómo se dice good bye en alemán.
test,hackaton,paris ha'e táva ipoãvéva yvy'ape´ári,parís es la ciudad más bonita del mundo.
test,hackaton,tatoeba he'ise tembiecharã japonés-pe,tatoeba significa por ejemplo en japonés.
test,hackaton,ty'ái osẽ che rete rupive,el calor se propaga a través de mi cuerpo.
test,hackaton,chemboriahu ha ndaikatúi ajogua,soy pobre y no puedo comprarlo.
test,hackaton,amaña porã pe kuimba'ére,miré fijamente al hombre.
test,hackaton,mba'éicha eike cherógape,cómo entraste a mi casa.
test,hackaton,opaichagua kuatia maranduha omombe'u pe tembiasakue,varios periódicos publicaron esa historia.
test,hackaton,aipuru va'ekue yvyra'anga aje'ói jave,he utilizado mapas durante mi viaje.
test,hackaton,péva ha'e táva añe'ẽva'ekuerehe ndéve,esta es la ciudad de la que te hablaba.
test,hackaton,javy'a ñane retãme ndaipóri imbojojaha,somos felices en nuestro país no hay nada que lo iguale.
test,hackaton,mitakuña ojeguereko ñongatupy ha hekove oñemohenda,la joven fue hecha prisionera y condenada.
test,hackaton,kuimba'e ha'e kuimba'e jaguaru,el hombre es el lobo del hombre.
test,hackaton,yperana ha'e peteĩ guyra ndaikatúiva oveve,el pingüino es un ave que no puede volar.
test,hackaton,mba'yruveve myakãhára he'i ha'e ikatuha ha'e peteĩ ovni,el piloto insinuó que podría ser un ovni.
test,hackaton,oĩ mba'apohápe heta yvyrata Japón-pe,hay varios volcanes activos en japón.
test,hackaton,che róga ha'e hóga,mi casa es su casa.
test,hackaton,che róga oime ko'ápe,mi casa está aquí.
test,hackaton,ha'e oiko marruecos-pe,él vive en marruecos.
test,hackaton,ha'ekuéra yvypóra,ellos son humanos.
test,hackaton,moõgui osẽ mba'yrumyĩ osẽva mba'yrumyĩveve pytahágui,de dónde sale el autobús del aeropuerto.
test,hackaton,Ha'e he'ikuri añete,él dijo la verdad.
test,hackaton,Ere chupe,le dijiste.
test,hackaton,Ha'ékuri epyta,dije alto.
test,hackaton,Che róga imombyry,mi casa está lejos.
test,hackaton,Peime tesaparápe,están en peligro.
test,hackaton,Pe jagua opopo,ese perro brincó.
test,hackaton,Eñeha'ã jey,inténtalo otra vez.
test,hackaton,Ñañehaʼã upea,intentemos algo.
test,hackaton,Peẽ pepurahéi,ustedes cantaron.
test,hackaton,nde repurahéi,usted cantó.
test,hackaton,Nde repurahéi,tú cantaste.
test,hackaton,Ha'e ojerokyse,ella quiere bailar.
test,hackaton,peẽ pejeroky kuri,vosotros bailasteis.
test,hackaton,ndaipotái mba'eve,no quiero nada.
test,hackaton,amomorãitei aajeroky amáre,adoro bailar bajo la lluvia.
test,hackaton,ikatu roipytyvõ,te puedo ayudar.
test,hackaton,mitã oikotevẽ mborayhu,el niño necesita amor.
test,hackaton,Okýtane hina,va a llover de seguro.
test,hackaton,Mba'e rejapóta?,qué vas a hacer.
test,hackaton,che aguereko ñe'ẽryru,yo tengo un diccionario.
test,hackaton,emily oĩ hógape,emily está en casa.
test,hackaton,umi mbarakaja oguereko mokõi nambi,los gatos tienen dos orejas.
test,hackaton,heñói america-pe,nació en américa.
test,hackaton,ha'e opuka akói,ella siempre sonríe.
test,hackaton,ikatu ejeroky chendive,quieres bailar conmigo.
test,hackaton,pegueru tahachikuérape,traigan a la policía.
test,hackaton,ehenói tahachipe,llamá a la policía.
test,hackaton,che ha'e mitaĩ,soy un chico.
test,hackaton,che marangatu,soy bueno.
test,hackaton,péva ndaikatúi,eso no es posible.
test,hackaton,péa ha'e hína jagua,esto es un perro.
test,hackaton,Ha'ekuéra ojerokyse,quieren bailar.
test,hackaton,péva ndaha'éi añetéva,esto no es cierto.
test,hackaton,py'apy,qué pena.
test,hackaton,"Andy ha Rodney oipuru akãhoja ndembopukáva heta episodios rupive, avei hikuái ojoka heta mba'e (Andy túva ohepyme'ẽva ndorekovéipee pirapire) ha oreko hikuái peteĩ jehaihu vai tembi'u chatarra-re","Andy y Rodney usan sombreros ridículos durante varios episodios, también rompen muchas cosas (que después paga el papá de Andy hasta tal punto de quedar quebrado) y tienen un extraño gusto por la comida chatarra."
test,hackaton,"Jepiveramo, ko mba´e ajejuhu jahecharamo iñambuéva, tembiecharãramo, jaiporuramo peteĩ dispositivo pyahúva terã rejejuhúramo peteĩ tendápe iñambuévape jepiverog̃uagui","Nota: Normalmente, este paso aparece si notamos algo inusual; por ejemplo, si usas un dispositivo nuevo o si te encuentras en una ubicación distinta a la habitua"
test,libro_gn,"Guarani Ñeꞌẽ Rerekuapavẽ (GÑR), temimoĩmby heñoivaꞌekue 2012-pe, oĩhína omongakuaa potávo hetepy .","La Academia de la Lengua Guaraní (ALG), institución creada en el 2012, es la responsable del desarrollo de su corpus ."
test,libro_gn,"Oĩmbáma ramo jepe, ñeꞌẽasaharakuéra ikatu gueteri okaguai ha opoko hese, jahechápa oñemoĩporãve ha oñeg̃uahẽ oñeg̃uahẽsehápe .","No obstante, está abierta a las críticas y sugerencias de los traductores, de manera a optimizar las orientaciones como los productos terminológicos esperados ."
test,libro_gn,Guarani Ñeꞌẽ .,La lengua guaraní .
test,libro_gn,"Paraguái niko Iñeꞌẽnguéra Léi ary 2010 guive, kóvape oñemyapesã ojejapoitavaꞌerãva ko tetãme, ha umíva umi mbaꞌe apytépe ojehecháta avei mbaꞌéichapa ikatu ojehecharamo ha oñembojeroviave ko ñeꞌẽ .","Paraguay cuenta con una Ley de Lenguas desde el año 2010, normativa que establece las políticas lingüísticas generales para el país, entre ellas, los refuerzos de acciones positivas hacia este idioma ."
test,libro_gn,"Umi tetã ambue ojeporuha rupi ko ñeꞌẽ, pe guarani paraguájo hesakã porãnte avei, upéva upe mbaꞌe ojehu ojokupytymemete rehe tetãnguéra, oñomoñemu ha oñopytyvõ rupi hikuái ha ndahaꞌéipype ojoavykakuaaitereíva .","En los países vecinos donde se usa esta lengua, la variedad mencionada es totalmente ininteligible, por la constante circulación de bienes y servicios ofrecidos en la misma y porque las variaciones dialectales no son muy pronunciadas ."
test,libro_gn,Guarani haikatu mbojojahakuéra .,Reglas ortográficas .
test,libro_gn,"Guarani péicha péichante ojeporúvape, oñembopyaꞌeseve térã ateꞌỹguirei, ojeporumemete ñeꞌẽpehẽ hína opaite hendápe ojeꞌe hag̃ua ojejapóva ohóvo .","En el guaraní coloquial, por economía lingüística o pereza mental, se impone el uso de hína en todas las personas del verbo para expresar aspecto continuo ."
test,libro_gn,"Karaiñeꞌẽme, tembiecharãramo, ñeꞌẽjoaju heꞌihápe Yo soy de Paraguay, ñeꞌẽmboyvegua de oñemopyrenda upe ñeꞌẽ omoambuéva ha haꞌéva Paraguay .","En castellano, por ejemplo, en la oración Yo soy de Paraguay, la preposición de antecede al modificador indirecto Paraguay ."
test,libro_gn,Ko ñeꞌẽjoaju oñembohasa guaraníme péicha: Che Paraguaigua .,Esta oración se traduce al guaraní: Che Paraguaigua .
test,libro_gn,"Guarani ñeꞌẽ niko oñemosusũ katui, ha upépe ojoavy karaiñeꞌẽgui, kóvape ojeporuete rehe tero .","La lengua guaraní es eminente verbal, a diferencia del castellano, lengua en que abundan los nombres o sustantivos ."
test,libro_gn,"Guaraníme katu, ndaupéichai, ndaipóri pe infinitivo ñeꞌẽtévape g̃uarã, upéva rehe oñemosusũmantevaꞌerã ñeꞌẽtéva .","En guaraní, en cambio, no se cuenta con el infinitivo verbal, sino ineludiblemente el verbo debe ser conjugado ."
test,libro_gn,"Upéicha rupi umi ñeꞌẽtéva oñembohasáta péicha: Eike, ejopy, ehai, eroike, emoherakuã, embotove .","Así, los verbos citados arriba se traducirán: Eike, ejopy, ehai, eroike, emoherakuã, embotove ."
test,libro_gn,"Guaraníme oĩ umi techaukaha, tembiporumimi ombojoajúva ohóvo oñembaꞌemombeꞌúva arakaꞌetépa ha mamópa ojehu pe oikóva .","En guaraní existen los deícticos, elementos de cohesión que ubican la narración en el tiempo y en el espacio ."
test,libro_gn,"Oñemoñeꞌẽasakuévo ko tembiaporãme ojehaipaitéta ñeꞌẽnguéra, ñeꞌẽ riregua, ñeꞌẽpehẽ, tahaꞌe mboyvegua térã riregua .","En la traducción de los términos se usarán las formas plenas tanto de los léxicos, las posposiciones, como de las partículas, tanto prefijas como sufijas ."
test,libro_gn,"Péicha ku ndaipóri jave ñeꞌẽ oñembohasa hag̃ua karaiñeꞌẽ térã ambue ñeꞌẽgui ha ndojeporúiri gueteri rire ñeꞌẽasa ambuépe, oñemoheñóita ñeꞌẽpyahu guarani ñeꞌẽ heꞌihaichaite térã ojeporútante upe ñeꞌẽ ojehaiꞌypyhaguégui .","En los casos en que no existan vocabularios para traducir términos del castellano o de otras lenguas y que no se han desarrollado aún propuestas en traducciones anteriores, se utilizarán neologismos creados desde dentro de la lengua o directamente se optará por el préstamo de la lengua de partida ."
test,libro_gn,"Oikotevẽ jave peteĩ ñeꞌẽpehẽ térã mbojokupytyha, ojejapóta péicha: tuichaháicha oñeñeꞌẽtaramo, umi ñeꞌẽpehẽ mboyvegua térã riregua oñembojaꞌóta peteĩ taiky rupive: tembiecharã: Google-pe (en Google), i-software (su software) .","Cuando requieran de algunos morfemas o relacionantes, se procederá de la siguiente manera: en reglas generales, se separarán con un guion las partículas tanto prefijas como sufijas: ejemplo: Google-pe (en Google), i-software (su software) ."
test,libro_gn,"Ojegueroikéta ñeꞌẽpyahu oñemoguaraníva ndochokamoꞌãima guive guarani ñeꞌẽ retepy rehe, heꞌiséva, ikatúma guive ojehai avañeꞌẽ achegety tee heꞌiháicha .","Se admitirán préstamos incorporados cuya estructura silábica no crea conflictos con la estructura fonológica del guaraní, es decir, siempre que se pueda escribir conforme al alfabeto oficial de la lengua ."
test,libro_gn,"Oñeikotevẽsapyꞌáramo hesekuéra, ojeporúta oñemoñeꞌẽasakuévo .","Si fuese el caso, se utilizarán estos términos en las traducciones ."
test,libro_gn,"Koꞌág̃a rupi, heta oĩ ñeꞌẽ ymavémi ojeporusyryrýva .",En el habla cotidiana poco se utilizan actualmente algunas palabras que en décadas atrás se empleaban con toda normalidad .
test,libro_gn,"Ko tembiapópe ñeꞌẽasápe, ikatúma guive, papapykuéra ojeporúta peichaiténte (11, 50, 100, 1.000) ha noñemboheramoꞌãi katuete (pateĩ, popa, sa, su) .","En las traducciones, en lo posible, las cantidades se expresarán en números (11, 50, 100, 1.000) y no en palabras (pateĩ, popa, sa, su) ."
test,libro_gn,"Oñehesaꞌỹijo jave ñeꞌẽaty oñembyatýva ha oñemoñeꞌẽasa jave ñeꞌẽ pyahu, ojejesarekóta heꞌípa hína upe heꞌiséva heꞌisehaichaite .","En el análisis de las unidades terminológicas recogidas y en la traducción de nuevos términos, se tendrá en cuenta la funcionalidad de las distintas propuestas ."
test,libro_gn,"Upéicha avei, oñeñehaꞌãta ojeporavo umi ñeꞌẽ omanoveꞌỹmava arakaꞌeve, heꞌiséva, ikatúma guive, ogueveꞌỹmava maramove .","Asimismo, se tratará de elegir términos que tengan estabilidad en el tiempo, o sea, que en lo posible tengan validez a lo largo del tiempo ."
test,libro_gn,Oñemoñeꞌẽasáta ojeꞌeséva ha ndahaꞌéi ñeꞌẽ retepy .,"Las traducciones serán de sentido, no literales ."
test,libro_gn,"Oñemombaꞌeguasuvéta ojeꞌeséva, ha ndahaꞌéi katuete ñeꞌẽ retepy .",Lo importante serán las ideas y no la forma como se han expresado .
test,libro_gn,"Hikuái oĩta avei oñomongetahápe ñeꞌẽpykuaahára ha ñeꞌẽasahára, koꞌýte oĩhápe umi omoheñoivaꞌekue ñeꞌẽryru térã ñeꞌẽndy karaiñeꞌẽ-guarani ha guarani-karaiñeꞌẽ, avei Guarani Ñeꞌẽ Rerekuapavẽ, tapichaꞌaty omoñeꞌẽasavaꞌekue ñanduti térã informática pojoapy, tahaꞌe Facebook, Aguaratata, Vikipetã ha ambueve ndive .","Los mismos participarán en charlas y conversaciones con lingüistas y traductores, especialmente aquellos que han trabajado en la elaboración de diccionarios o glosarios castellano-guaraní, guaraní-castellano, con miembros de la Academia de la Lengua Guaraní, con equipos que han traducido herramientas de internet o informática como Facebook, Mozilla, Wikipedia y otros ."
test,libro_gn,Embotyꞌo upe kora peteῖ topea pyahúpe,Abrir el marco en una pestaña nueva
test,libro_gn,Ápe rejerurekuaa marandu reikuaaséva,Acceso a la información Pública
test,libro_gn,Vikipetã rehegua,Acerca de Wikipedia
test,libro_gn,Ojeꞌéva oñeñeꞌẽvo,Acto locutivo
test,libro_gn,Eroike fóto pyahu,Agregar fotos nuevas
test,libro_gn,Embojoapy ko cuadro techaukahápe,Añadir este cuadro a marcadores
test,libro_gn,Embojoapy techaukaha,Añadir marcador
test,libro_gn,Ñeꞌẽ rehegua Ñepytyvõ,Asesoría en Áreas de Lenguas
test,libro_gn,Temimoῖmby hendupyrãnguéra,Audios institucionales
test,libro_gn,Tenda ojeikeha,Buzón de entrada
test,libro_gn,Taikuéra ojekodifikapyre Unicode rupive,Caracteres con código Unicode
test,libro_gn,Tínta syry,Chorro de tinta
test,libro_gn,Terañemi haꞌeñoguáva,Clave privada
test,libro_gn,Komunida guasu,Comunidad global
test,libro_gn,Emoneῖ ñeꞌẽñemi,Confirmar contraseña
test,libro_gn,Ñekundahaha konsóla,Consola de navegador
test,libro_gn,Ehapejokónte gueteri,Continuar bloqueando
test,libro_gn,Guarani ñeꞌẽ retepy,Corpus del guaraní
test,libro_gn,Ñeꞌẽveve oñeikotevẽva,Correo Electrónico Requerido
test,libro_gn,Paraguái reko,Cultura paraguaya
test,libro_gn,Arandupy ha tekoaty,Cultura y sociedad
test,libro_gn,Derecho ñeꞌẽ rehegua,Derechos lingüísticos
test,libro_gn,Emboguejy Aguaratata,Descargar Firefox
test,libro_gn,Mbaꞌéichapa ojehepymeꞌẽta oguerojerávape,Developer Payments Terms
test,libro_gn,Karamambe oleéva ijehegui,Disco compacto de sólo lectura
test,libro_gn,Tembiporuꞌi ojeikeha,Dispositivo de entrada
test,libro_gn,Embogue techaukaha,Eliminar el marcador
test,libro_gn,Ehechauka ñandutivusu,Enseña la web
test,libro_gn,Erahauka ne rembihecha,Enviar opinión
test,libro_gn,Oĩvaíva peteĩ programa-pe,Error en un programa
test,libro_gn,Ndojehepymeꞌẽi hese,Es gratis
test,libro_gn,Tapicha iñarandúva ñeꞌẽasa ha ñeꞌẽteépe,Especialistas en traducción y terminología
